mz	rtime	id_number
169.9906	81.86	F2072
170.0329	186.15	F2073
170.0429	216.58	F2074
140.1435	255.43	F2076
140.4583	296.67	F2077
170.0452	123.53	F2080
140.9366	164.54	F2081
140.9426	164.54	F2082
170.0559	200.93	F2085
170.057	62.73	F2090
170.057	161.93	F2092
170.057	201.69	F2093
140.9859	1.69	F2096
170.0604	115.3	F2099
170.0604	119.78	F2100
170.0604	144.05	F2101
170.0604	202.08	F2102
140.9959	1.3	F2103
170.0621	132.37	F2104
170.0621	144.82	F2105
170.0621	201.31	F2106
140.9992	296.28	F2110
141.0039	48.18	F2111
141.0054	296.28	F2112
141.0187	127.75	F2113
141.0187	138.18	F2114
170.0638	132.37	F2115
141.0408	78.05	F2120
141.0408	129.66	F2121
141.0408	147.87	F2122
141.0408	156.6	F2123
141.0511	279.31	F2124
170.0645	284.7	F2127
170.0675	36.69	F2128
170.0675	63.11	F2129
141.0548	15.16	F2130
170.0715	106.31	F2132
170.0792	159.68	F2133
170.0792	166.8	F2134
141.0661	190.04	F2136
170.0814	45.49	F2138
170.0927	268.11	F2140
170.0927	284.7	F2141
109.9133	84.9	F2142
170.1008	74.23	F2145
170.1008	159.3	F2146
141.0717	160.82	F2147
141.0717	166.43	F2148
141.0742	158.53	F2155
170.1598	214.64	F2157
170.1598	221.22	F2158
170.1654	155.1	F2164
141.1105	19.32	F2166
141.1105	22.72	F2167
141.1137	249.62	F2171
170.9612	1.69	F2173
170.9647	173.53	F2177
141.1468	255.81	F2181
170.9701	127.75	F2184
170.9855	43.19	F2185
141.9981	166.8	F2187
141.9981	296.28	F2188
171.0088	176.52	F2189
171.0169	216.58	F2190
171.0169	220.84	F2191
142.0063	158.53	F2192
142.0063	296.28	F2194
171.0188	166.8	F2195
171.0188	170.91	F2196
171.0188	175.39	F2197
142.0088	296.28	F2198
142.0322	23.46	F2199
171.0219	175.76	F2200
171.0219	233.86	F2201
171.0219	236.9	F2202
142.0351	279.31	F2203
142.0476	157.37	F2204
142.0476	165.68	F2205
142.0476	197.83	F2206
171.0555	20.07	F2211
171.0555	100.31	F2212
171.0587	249.62	F2214
142.0616	58.89	F2220
142.0616	190.04	F2221
171.062	144.82	F2222
171.062	161.93	F2223
171.062	178.81	F2224
171.062	202.84	F2226
142.0654	144.05	F2231
142.0654	158.14	F2232
171.0634	144.05	F2233
171.0634	179.2	F2234
171.0634	190.83	F2235
171.0634	201.69	F2236
171.0634	219.28	F2237
171.0634	287.41	F2238
171.0641	143.66	F2239
171.0641	175.76	F2240
171.0641	219.66	F2241
142.0694	190.04	F2243
142.0694	212.71	F2244
171.0706	211.94	F2246
142.0864	112.68	F2253
171.0767	222.37	F2255
171.0783	45.11	F2257
171.0847	45.11	F2261
171.0847	99.93	F2262
171.0879	50.86	F2263
171.0879	193.98	F2264
171.0879	273.52	F2265
171.0879	283.93	F2266
171.0897	268.11	F2268
171.0897	284.7	F2269
171.0915	149.78	F2270
171.096	268.11	F2272
171.096	284.7	F2273
171.1212	155.47	F2279
171.1212	202.84	F2280
171.1326	127.36	F2282
171.1326	137	F2283
142.1341	100.68	F2284
171.1858	100.31	F2286
171.9822	167.17	F2289
171.9898	263.87	F2291
142.1424	4.77	F2293
142.1424	169.78	F2296
172.0286	295.52	F2301
172.0296	237.29	F2302
172.0296	295.9	F2303
172.0348	175.39	F2304
172.0405	47.8	F2306
172.0564	161.93	F2307
172.061	222.37	F2308
172.0673	162.31	F2316
172.0673	219.28	F2317
172.0719	45.88	F2319
172.0719	199.4	F2320
172.0719	213.1	F2321
109.9373	163.42	F2324
109.9382	204.76	F2328
172.0801	189.65	F2335
172.0801	202.84	F2336
172.0801	220.05	F2337
172.0801	227.75	F2338
172.0834	197.83	F2339
172.0834	202.84	F2340
172.0849	47.03	F2341
172.0849	49.33	F2342
172.0872	105.94	F2345
142.9389	157.75	F2347
142.9389	232.33	F2348
172.0912	51.25	F2351
172.0931	268.89	F2354
172.0931	285.09	F2355
172.0947	167.17	F2356
172.0947	176.9	F2357
172.0993	268.11	F2361
172.0993	285.09	F2362
172.1083	158.53	F2364
172.1083	221.22	F2365
172.1083	256.57	F2366
142.9483	228.51	F2367
142.984	160.82	F2375
142.9984	296.67	F2377
143.0191	279.69	F2381
143.0304	279.69	F2383
143.0339	89.82	F2386
143.0339	99.18	F2387
172.1198	38.59	F2390
172.1198	42.04	F2391
172.1198	82.63	F2393
172.1198	90.57	F2394
172.1198	92.81	F2395
172.1335	130.81	F2396
172.1335	217.35	F2397
143.0359	99.93	F2398
143.0359	279.31	F2399
143.0385	279.31	F2400
143.0428	99.93	F2407
143.0525	24.21	F2410
172.1447	101.05	F2411
172.1447	128.13	F2412
172.1447	137.79	F2413
143.0641	58.89	F2419
143.0641	69.63	F2420
143.0641	127.36	F2421
143.0641	132.77	F2422
143.0641	215.04	F2424
109.9893	1.69	F2430
109.9893	262.32	F2432
143.0731	115.68	F2434
143.0731	119.04	F2435
143.0731	144.05	F2436
143.0731	190.04	F2437
110.0271	182.34	F2439
110.035	85.28	F2440
110.0578	166.8	F2441
172.1811	101.43	F2447
143.0833	113.42	F2450
172.9566	1.3	F2451
172.9711	167.54	F2452
110.0631	161.93	F2455
172.9773	1.69	F2457
172.9773	142.09	F2459
110.0704	293.22	F2461
172.98	170.53	F2462
143.0898	36.69	F2463
143.0898	112.3	F2464
143.0898	148.25	F2465
143.0898	156.6	F2466
172.9859	197.83	F2472
172.9859	210.78	F2473
110.0795	20.44	F2474
110.0795	266.95	F2475
110.3641	95.43	F2476
173.001	134.31	F2481
173.001	140.51	F2482
173.001	255.81	F2483
173.0216	130.43	F2484
173.03	183.9	F2486
173.03	194.74	F2487
110.9532	12.48	F2488
173.0335	14.78	F2491
110.9879	239.97	F2499
143.1181	23.84	F2500
143.1181	99.56	F2501
110.9934	34.07	F2502
173.0562	218.51	F2504
173.0562	235.76	F2506
173.0562	238.05	F2507
173.0631	133.16	F2508
111.0204	43.57	F2509
111.0204	54.69	F2510
173.0712	113.42	F2511
173.0752	47.41	F2512
87.5044	123.16	F2514
87.5044	172.04	F2515
173.0811	151.69	F2516
173.0904	106.31	F2520
173.0923	187.31	F2521
143.1545	189.25	F2530
143.1545	207.74	F2531
111.0571	155.84	F2532
111.0593	161.93	F2533
143.9593	1.69	F2534
111.0635	16.69	F2537
111.0635	152.07	F2538
111.0635	155.84	F2539
143.995	296.28	F2541
143.9983	238.05	F2542
144.0095	176.52	F2544
144.0327	279.31	F2545
144.0393	279.31	F2546
173.0963	18.56	F2547
144.0446	20.44	F2548
144.0446	144.05	F2549
173.1003	204.01	F2550
144.0479	158.14	F2554
144.0479	178.43	F2555
173.1117	255.81	F2558
173.1262	202.84	F2559
173.1288	226.22	F2560
144.0657	48.95	F2564
173.1368	20.44	F2565
173.1368	26.48	F2566
173.1368	130.81	F2567
173.1368	192.41	F2568
173.1368	199.01	F2569
173.1368	202.46	F2570
173.1368	217.35	F2571
87.5086	95.81	F2572
173.1398	139.72	F2574
144.0685	101.43	F2577
144.0772	101.43	F2582
144.0772	195.52	F2584
144.0772	200.16	F2585
144.081	144.05	F2588
144.0853	183.9	F2592
144.0853	190.04	F2593
144.1021	161.93	F2596
111.1169	17.82	F2598
111.1169	21.19	F2599
144.1134	199.01	F2601
144.1134	253.11	F2602
173.1651	99.93	F2604
173.9469	163.05	F2606
111.9846	264.25	F2607
144.1214	23.84	F2609
144.1214	99.93	F2611
144.1214	161.19	F2612
144.1214	213.1	F2613
144.1245	114.55	F2615
173.9565	1.3	F2618
173.9834	170.53	F2624
144.1578	162.31	F2625
173.9851	264.25	F2626
144.6001	273.52	F2630
174.0077	198.23	F2631
174.0077	209.63	F2632
144.9276	160.07	F2635
144.9276	190.44	F2637
174.0144	168.66	F2638
112.0507	84.51	F2639
174.0223	73.08	F2640
174.0223	197.83	F2641
144.9849	175.39	F2643
174.0334	194.36	F2644
112.0524	93.95	F2645
112.0524	162.68	F2646
144.9985	295.9	F2647
145.0319	84.9	F2648
145.0319	147.49	F2649
174.0507	55.07	F2651
174.0507	156.99	F2652
174.0507	168.29	F2653
145.0361	278.16	F2654
112.0997	261.56	F2656
174.0528	45.11	F2658
145.0497	18.19	F2660
145.0497	22.34	F2661
145.0497	31.78	F2662
145.0497	73.46	F2664
145.0497	184.28	F2665
145.0497	218.9	F2666
174.0552	149.78	F2668
145.0523	19.69	F2669
174.0632	212.33	F2670
174.0632	218.9	F2671
145.061	178.43	F2672
145.061	198.23	F2673
145.061	221.22	F2674
145.0647	15.55	F2676
174.0668	15.55	F2678
174.0745	113.05	F2680
174.0764	199.01	F2682
112.1122	131.2	F2684
174.079	104.05	F2685
174.0844	151.69	F2688
174.0876	222.37	F2690
145.0691	49.33	F2691
145.0691	221.22	F2693
145.0762	47.41	F2695
145.0762	106.31	F2696
145.0796	56.21	F2697
145.0796	93.57	F2698
145.0796	108.92	F2699
174.0957	150.93	F2700
174.0957	187.31	F2701
174.0957	200.16	F2702
145.0844	144.05	F2706
174.1029	114.55	F2709
145.0974	161.56	F2710
145.0974	187.7	F2711
145.0974	193.98	F2712
174.1128	186.15	F2713
112.8959	63.49	F2714
112.8959	72.69	F2715
112.8959	140.12	F2716
112.8959	164.17	F2717
174.1241	101.05	F2718
174.1241	176.14	F2720
174.1241	226.6	F2721
174.1241	258.5	F2722
145.0993	161.93	F2724
145.0993	211.16	F2725
174.1262	226.22	F2726
112.9787	296.28	F2728
174.1321	175.01	F2729
174.1321	193.98	F2730
174.1321	226.22	F2731
174.1355	17.82	F2733
174.1355	249.62	F2736
174.1355	261.17	F2737
174.1381	130.81	F2738
174.1405	130.81	F2739
174.1491	117.92	F2740
112.985	1.69	F2741
112.9879	1.69	F2743
113.0235	15.55	F2746
113.0235	201.69	F2747
113.0347	79.19	F2748
145.1054	23.09	F2751
145.1054	161.56	F2752
145.1054	262.32	F2753
113.054	84.13	F2756
113.054	99.56	F2757
145.1084	151.31	F2760
145.1084	161.93	F2761
145.1084	254.64	F2763
113.0559	164.17	F2764
113.0585	92.81	F2765
113.0711	208.11	F2768
113.0823	126.18	F2769
113.1033	261.56	F2771
145.1337	23.09	F2772
145.1337	150.16	F2773
145.1703	26.86	F2774
113.1075	241.5	F2776
113.1158	130.43	F2777
146.0005	160.07	F2778
146.019	170.53	F2779
146.0272	137.79	F2780
113.7324	93.95	F2783
113.733	93.19	F2785
113.733	95.43	F2786
146.0531	183.9	F2787
174.957	136.23	F2790
146.0602	20.07	F2792
146.0602	144.05	F2793
146.0636	21.57	F2794
146.0715	23.46	F2795
174.9804	1.69	F2796
174.9804	43.57	F2797
174.9804	264.25	F2798
174.9853	1.69	F2799
174.9853	170.53	F2800
174.9853	266.19	F2802
174.9885	264.25	F2804
174.9885	289.34	F2805
146.0796	47.41	F2811
146.0796	105.94	F2812
146.0926	187.7	F2815
175.0158	16.69	F2816
146.0943	191.62	F2817
146.0966	13.63	F2818
175.0482	31.78	F2821
175.0482	34.82	F2822
146.1007	187.31	F2823
146.1007	194.36	F2824
146.1007	244.21	F2827
146.1007	247.69	F2828
146.1007	273.14	F2829
146.1063	161.19	F2830
146.1063	211.94	F2831
175.0504	28.78	F2832
175.0504	137.39	F2834
146.1087	161.19	F2836
175.0537	157.37	F2837
175.0537	168.29	F2838
175.0537	263.87	F2839
146.1178	225.83	F2840
175.0594	129.66	F2842
175.0594	216.96	F2844
146.1369	150.55	F2845
175.0716	130.43	F2849
175.0716	150.16	F2850
175.0716	218.51	F2851
175.0791	142.09	F2855
175.0829	196.67	F2859
175.0869	114.92	F2861
175.0869	152.83	F2862
147.0031	167.92	F2863
147.0031	175.76	F2864
147.0145	182.74	F2865
147.0225	230.42	F2867
175.0985	279.69	F2870
147.0443	21.57	F2873
147.0443	137.79	F2875
147.0443	164.54	F2876
175.1063	114.16	F2877
175.1063	193.98	F2879
175.1063	203.23	F2880
147.0477	53.54	F2882
147.0477	56.98	F2883
147.0477	152.83	F2884
147.0477	174.27	F2885
147.0555	20.07	F2887
175.108	114.92	F2888
175.108	120.91	F2889
175.108	166.06	F2891
175.108	194.74	F2892
147.0636	20.07	F2894
147.0636	144.05	F2895
147.0657	18.19	F2898
147.067	21.57	F2899
147.068	19.32	F2901
175.1163	186.53	F2904
175.1163	196.67	F2905
147.0766	131.2	F2906
147.0766	202.08	F2907
87.534	163.79	F2909
175.1192	200.16	F2915
175.1192	216.96	F2916
175.1192	221.61	F2917
175.1192	228.9	F2918
175.1192	258.88	F2919
175.1232	101.05	F2921
175.1232	156.6	F2922
175.1277	175.39	F2928
147.0847	65.03	F2935
147.0847	167.54	F2936
147.0847	189.25	F2937
147.0847	198.23	F2938
175.1444	282	F2940
147.0897	188.09	F2941
147.0961	187.7	F2942
87.5365	119.78	F2943
147.1017	22.72	F2945
147.1017	191.62	F2946
147.1096	161.56	F2947
147.113	261.17	F2949
147.1148	225.45	F2951
175.1524	6.33	F2953
175.1524	24.59	F2954
175.1524	29.91	F2955
175.1524	62.34	F2956
175.1524	85.65	F2957
175.1524	117.92	F2958
175.1893	67.71	F2962
175.1893	76.52	F2963
147.117	17.82	F2965
147.1211	136.23	F2967
147.1211	148.25	F2968
147.1211	159.3	F2969
147.1211	199.4	F2970
147.1211	209.25	F2971
147.1211	225.83	F2972
147.1238	225.83	F2973
175.9879	98.8	F2974
147.1496	138.57	F2975
175.9993	212.33	F2979
176.0014	16.31	F2980
176.0087	174.27	F2986
176.0112	167.54	F2987
176.0112	176.14	F2988
176.0233	296.28	F2989
176.0297	144.44	F2991
176.0297	149.4	F2992
176.0297	154.34	F2993
176.0297	178.43	F2994
176.0297	192.41	F2995
176.0343	28.39	F2996
176.0387	160.07	F2998
176.0387	195.13	F2999
176.0387	200.16	F3000
176.0409	186.15	F3001
176.0665	156.99	F3007
176.0665	168.66	F3008
176.0665	173.9	F3009
176.0665	218.51	F3010
87.9771	158.53	F3019
87.9771	176.52	F3021
88.0395	218.9	F3022
176.0709	15.93	F3023
88.0475	226.22	F3026
176.0748	130.43	F3027
176.0748	136.23	F3028
176.0748	148.25	F3029
88.0507	17.82	F3031
88.0507	35.56	F3032
88.0507	101.8	F3033
88.058	218.9	F3035
176.0902	114.92	F3036
176.0902	152.83	F3037
88.0637	127.36	F3039
88.0637	133.16	F3040
176.0921	157.37	F3041
176.0921	197.83	F3042
176.1033	207.74	F3043
176.1114	180.36	F3044
176.1114	194.74	F3045
176.1114	202.84	F3046
176.1163	258.88	F3047
88.0871	126.18	F3048
88.0871	257.34	F3049
176.1185	101.05	F3050
88.1033	150.16	F3051
88.1033	155.84	F3052
176.1225	258.88	F3053
176.1284	197.44	F3055
176.1284	220.84	F3056
176.1394	162.31	F3057
176.1477	275.86	F3060
176.1477	282.39	F3061
176.1646	112.68	F3063
176.8756	164.17	F3066
176.9524	136.23	F3067
176.9542	27.63	F3069
176.9542	130.04	F3070
176.9542	136.23	F3071
89.0242	160.82	F3073
176.9811	43.96	F3074
176.9811	54.69	F3075
89.0249	161.56	F3076
89.0249	166.43	F3077
89.0249	200.93	F3078
89.0347	100.31	F3080
89.0347	136.62	F3081
89.0347	147.11	F3082
89.042	161.93	F3083
89.042	218.9	F3084
177.0073	296.28	F3085
89.0551	161.56	F3086
89.0551	218.51	F3087
177.0142	167.54	F3091
89.0594	23.46	F3092
89.0711	130.43	F3093
177.0187	46.26	F3095
177.0187	296.67	F3096
89.0842	126.18	F3097
89.0904	125.8	F3098
177.0249	213.86	F3099
177.0249	221.22	F3100
177.0249	228.51	F3101
89.1156	14.4	F3102
177.0396	197.05	F3103
177.0396	215.81	F3104
177.0437	127.36	F3105
177.0437	132.37	F3106
177.0437	186.15	F3107
89.5068	1.69	F3108
90.0367	162.31	F3112
90.0373	23.46	F3115
90.0373	40.12	F3116
90.0373	48.18	F3117
90.0373	160.82	F3118
177.058	186.15	F3119
177.0612	271.21	F3120
177.0642	218.51	F3121
90.0551	186.91	F3122
177.0661	36.69	F3123
90.0608	127.75	F3124
90.0608	133.16	F3125
177.07	157.37	F3126
177.07	175.39	F3127
177.07	218.13	F3128
90.0634	25.72	F3134
147.9922	296.28	F3136
147.9985	168.66	F3137
177.0876	21.96	F3138
177.0876	88.7	F3140
148.0044	167.17	F3142
148.0347	177.66	F3148
148.0395	15.16	F3149
148.0395	23.84	F3150
148.0395	101.43	F3151
148.0395	137.39	F3152
148.0429	160.82	F3153
148.0429	200.93	F3154
148.0478	164.17	F3155
148.0588	20.44	F3162
148.0606	20.07	F3164
148.0606	77.66	F3165
148.0606	99.56	F3166
148.0606	218.9	F3167
148.0633	137	F3168
148.0736	201.69	F3172
177.1025	23.84	F3173
148.0742	202.08	F3174
148.0742	210.01	F3175
148.0742	211.16	F3176
177.1067	208.11	F3178
148.08	131.2	F3180
148.08	202.08	F3181
148.0827	201.31	F3184
148.097	222.37	F3187
148.1101	260.79	F3188
148.1123	99.93	F3189
148.1164	261.17	F3192
148.122	199.01	F3193
148.122	225.83	F3194
148.1244	225.45	F3195
148.9404	162.68	F3197
148.9775	43.19	F3198
149.0186	169.78	F3203
149.0186	230.42	F3204
177.1196	257.72	F3208
177.1234	258.88	F3209
149.0269	219.28	F3210
149.0269	223.16	F3211
177.1258	258.5	F3212
149.0365	137.39	F3213
149.0365	170.91	F3214
149.0381	137	F3215
149.0381	177.66	F3216
149.0432	24.21	F3217
149.0452	16.31	F3218
177.1318	131.58	F3221
177.1318	182.74	F3223
177.1318	197.05	F3224
177.1318	212.71	F3225
177.1318	220.45	F3226
177.1389	100.68	F3227
149.058	218.51	F3228
149.0599	145.96	F3229
149.064	24.59	F3233
149.064	218.9	F3235
149.0793	19.32	F3236
149.0793	43.96	F3238
149.0808	202.08	F3239
177.1639	17.82	F3243
177.1639	21.57	F3244
177.9488	233.09	F3247
177.9488	296.28	F3248
177.958	228.51	F3250
177.958	296.67	F3251
149.1006	158.14	F3252
149.1006	219.66	F3253
149.1006	220.84	F3254
149.1006	231.19	F3255
149.1006	285.87	F3256
149.1158	97.67	F3260
149.1173	259.64	F3261
178.007	174.64	F3262
178.0094	167.54	F3264
178.0094	296.28	F3266
178.0111	294.76	F3267
178.0244	167.92	F3268
178.0357	20.44	F3271
178.0409	127.36	F3272
178.0409	132.77	F3273
178.0453	180.36	F3274
178.0453	192.8	F3275
178.0477	157.75	F3277
149.1327	17.82	F3280
178.0501	21.96	F3281
178.0501	28.39	F3282
178.0501	127.75	F3283
149.9566	161.56	F3284
149.9566	166.8	F3285
178.0545	161.19	F3290
149.9929	181.54	F3294
149.9929	185.77	F3295
150.0138	203.23	F3296
150.0138	210.39	F3297
150.0269	16.69	F3298
150.0269	20.07	F3299
178.059	201.31	F3306
178.059	215.43	F3307
178.059	275.47	F3308
178.059	291.67	F3309
178.0614	7.48	F3311
178.0632	29.91	F3313
178.0632	36.32	F3314
178.0695	36.69	F3315
178.0712	88.7	F3318
178.0712	100.68	F3319
178.0712	218.13	F3320
150.0426	28.78	F3321
178.078	135.08	F3324
178.0865	162.31	F3325
178.0865	210.01	F3326
178.1001	31.41	F3331
150.0585	48.56	F3333
150.0585	161.56	F3334
150.0585	221.99	F3336
150.0585	227.37	F3337
178.1077	252.32	F3339
178.1077	283.93	F3340
150.0633	145.96	F3341
150.0646	219.66	F3344
150.0652	218.51	F3347
178.1422	100.68	F3349
150.068	99.93	F3350
178.1445	122.42	F3358
178.1593	64.64	F3362
178.1593	79.56	F3363
178.8737	163.79	F3364
178.9501	45.11	F3369
178.9724	179.2	F3375
178.9765	43.96	F3378
150.0778	161.93	F3380
150.0778	203.23	F3381
150.1279	16.31	F3385
150.1279	56.98	F3386
150.1279	97.29	F3387
150.9385	162.68	F3388
150.9771	167.92	F3389
150.9771	177.28	F3390
113.9507	241.11	F3391
113.9639	263.48	F3396
178.9949	160.45	F3401
179.0247	199.78	F3403
114.001	136.23	F3404
179.0277	167.92	F3405
114.0277	92.06	F3406
151.0158	1.69	F3408
151.0158	255.81	F3412
151.0355	278.54	F3415
179.0355	33.3	F3418
179.0355	102.17	F3420
179.0355	176.9	F3421
179.0355	180.36	F3422
179.0408	127.36	F3423
179.0408	132.37	F3424
179.0408	279.31	F3425
114.0317	203.62	F3428
114.0375	20.44	F3429
114.0384	89.82	F3431
179.0452	80.71	F3436
179.0452	130.81	F3437
179.0488	183.9	F3438
179.0488	186.91	F3439
179.0564	106.31	F3441
114.045	89.82	F3442
114.0456	96.92	F3445
151.048	201.69	F3446
114.0485	93.57	F3451
114.0485	96.55	F3452
114.0495	96.55	F3453
114.0506	94.69	F3454
114.0506	162.31	F3455
151.0585	35.19	F3457
114.0515	84.13	F3458
114.0515	94.32	F3459
114.0524	94.32	F3460
151.0616	67.71	F3461
151.0616	149.78	F3462
151.0616	161.93	F3463
114.0529	95.43	F3465
114.0535	90.57	F3466
179.0705	141.3	F3470
179.0728	36.69	F3474
179.0851	16.69	F3482
179.0851	197.83	F3483
114.0663	94.69	F3490
179.0901	161.93	F3492
179.0901	210.01	F3493
179.0901	256.57	F3494
114.0738	15.93	F3496
151.0813	162.31	F3500
114.0745	16.31	F3501
114.0745	198.23	F3502
114.0745	208.11	F3503
151.0845	261.17	F3504
114.0794	94.69	F3518
114.0794	126.18	F3519
114.0803	96.92	F3520
114.0815	93.95	F3521
179.1291	270.05	F3523
179.1291	286.64	F3524
114.0826	84.9	F3525
114.0848	126.18	F3530
114.0856	126.18	F3532
114.0862	124.65	F3535
114.0887	160.45	F3541
180.0036	197.44	F3550
151.0985	21.19	F3551
180.0068	176.14	F3554
180.0224	167.92	F3555
180.0325	102.17	F3557
180.0384	10.55	F3558
180.0384	33.3	F3560
180.0384	66.94	F3561
180.0384	102.17	F3562
180.0384	127.75	F3563
180.0384	132.77	F3564
180.0495	157.75	F3566
180.0495	166.43	F3567
180.0495	174.64	F3568
114.1028	258.5	F3576
180.0695	211.94	F3578
114.1046	92.81	F3581
114.1046	242.67	F3582
151.1161	137.79	F3585
114.1108	241.5	F3587
151.1443	202.84	F3590
180.0869	158.53	F3592
180.0869	166.43	F3593
180.0869	181.15	F3594
180.0869	197.83	F3595
180.0869	213.86	F3596
114.1279	126.97	F3597
114.4015	95.43	F3598
114.4021	93.95	F3599
114.8929	139.72	F3604
114.8929	163.79	F3605
180.0882	49.33	F3606
180.0882	100.31	F3607
180.0882	105.94	F3608
180.0882	143.27	F3609
180.0882	148.25	F3610
180.0882	198.23	F3611
114.894	138.96	F3613
114.894	141.69	F3614
114.894	163.79	F3615
114.9477	260.03	F3616
180.0999	156.6	F3619
180.0999	214.64	F3620
180.0999	257.34	F3623
180.0999	277.39	F3625
180.0999	289.72	F3626
114.9716	250.01	F3628
180.1053	252.72	F3629
151.9798	12.1	F3636
151.9837	272.76	F3639
180.1749	17.82	F3641
152.0223	94.69	F3643
152.0223	186.53	F3644
152.0321	149.02	F3645
152.0321	201.69	F3646
152.0343	27.63	F3651
152.0343	59.28	F3652
152.0379	223.54	F3653
152.0379	226.22	F3654
180.8947	140.51	F3655
114.9867	49.33	F3659
115.0213	83.01	F3661
180.9666	164.54	F3662
152.0476	122.42	F3663
152.0513	201.69	F3666
115.0288	36.69	F3667
180.9788	296.28	F3669
152.0547	162.31	F3672
180.9881	166.8	F3673
115.0391	99.93	F3674
115.0504	36.32	F3676
115.0504	186.91	F3677
181.0086	190.44	F3678
181.0086	211.16	F3679
181.0086	228.9	F3680
152.0586	68.48	F3681
181.0102	177.66	F3687
181.0263	20.07	F3690
152.065	67.71	F3691
181.0287	296.28	F3694
152.0685	158.91	F3695
152.0685	166.8	F3696
152.0685	195.52	F3697
152.0708	22.34	F3698
181.0336	102.17	F3700
181.0378	127.36	F3704
181.0378	133.16	F3705
152.0741	218.9	F3706
181.0464	157.75	F3707
181.0474	168.66	F3710
181.0474	175.01	F3711
152.0838	131.58	F3713
152.0922	197.83	F3717
152.0922	210.39	F3718
181.0532	38.59	F3722
181.0532	43.19	F3723
181.0532	83.01	F3724
181.0532	157.75	F3725
152.0933	14.78	F3726
152.0933	19.69	F3727
152.0933	100.31	F3730
181.0587	100.31	F3731
181.0587	207.74	F3732
115.0543	17.45	F3736
115.0543	98.04	F3737
115.0543	119.41	F3739
115.0543	143.66	F3740
181.0723	23.09	F3741
115.0616	92.81	F3743
115.0616	95.06	F3744
152.1414	202.46	F3750
181.1012	21.19	F3752
181.1031	156.6	F3753
115.0633	34.82	F3754
115.0633	95.06	F3759
115.0633	186.91	F3760
181.1055	132.77	F3761
152.1477	202.84	F3764
152.9353	166.43	F3770
115.0696	94.69	F3775
115.0722	36.69	F3781
115.0722	42.81	F3782
115.0722	44.73	F3783
115.0722	95.43	F3784
115.0868	265.4	F3787
181.1534	14.4	F3788
153.0112	264.25	F3790
153.0354	200.93	F3791
153.0407	32.54	F3792
115.1314	127.36	F3798
153.0533	15.93	F3799
153.0533	161.19	F3801
153.0533	200.55	F3802
115.9577	129.28	F3805
115.9577	135.84	F3806
181.1589	17.82	F3807
181.9667	82.63	F3809
116.0344	218.51	F3810
181.9822	177.28	F3812
181.9822	296.67	F3814
181.9995	136.23	F3817
182.0026	176.9	F3818
182.0258	158.91	F3823
182.0258	296.28	F3826
116.0473	166.43	F3827
116.0473	175.01	F3828
153.0548	15.16	F3829
153.0548	200.93	F3830
153.0581	66.18	F3831
153.0581	200.55	F3832
182.0296	20.07	F3833
182.0296	41.66	F3835
153.0595	200.55	F3836
182.0321	296.28	F3837
153.0638	207.74	F3838
116.0666	44.34	F3843
116.0666	95.06	F3844
182.035	132.77	F3846
153.0661	24.96	F3847
153.0661	33.3	F3848
182.0369	98.42	F3849
182.0369	102.17	F3850
116.0696	95.06	F3852
116.0708	173.9	F3854
116.0708	263.87	F3855
153.0677	22.34	F3856
153.0677	45.49	F3857
